Bar0;7
Bar1;12
Bar2;7
Bar3;11
Bar4;7
Bar5;11
Bar6;15
Bar7;17
Bar8;22
Bar9;23
Bar10;15
Bar11;19
Bar12;15
Bar13;17
Bar14;23
Bar15;15
Bar16;32
Bar17;32
Bar18;20
Bar19;25
Bar20;16
Bar21;21
Bar22;30
Bar23;27
